entry_n,entry_vwap,exit_n_120,exit_n_14400,exit_n_1800,exit_n_30,exit_n_300,exit_n_3600,exit_n_43200,exit_n_60,exit_n_86400,exit_n_900,exit_vwap_120,exit_vwap_14400,exit_vwap_1800,exit_vwap_30,exit_vwap_300,exit_vwap_3600,exit_vwap_43200,exit_vwap_60,exit_vwap_86400,exit_vwap_900,n_buys_pre,t0,token,vol_usd_pre
54,6.0632350425583385e-05,29,8,162,33,50,36,5,21,1,94,6.148971538251926e-05,7.730573584010582e-06,8.658328513347332e-05,6.380073487898623e-05,8.416860026175854e-05,1.8029716182939623e-05,4.945716533056853e-06,5.5094019668266085e-05,4.838411362043844e-06,0.00010848783283276145,26,2026-08-29 23:26:02,0x27720292f23a7e711da70d06ebc9aa7f7b4ff62f,2939.921771319037
105,3.8497637318703367e-05,42,72,297,60,34,165,134,45,85,65,2.8767403299406838e-05,6.09001860517619e-05,7.312994098094929e-05,4.287813305618888e-05,2.8669379918946227e-05,0.00010006439800147022,3.732650446570889e-05,3.402042278110752e-05,1.5830788773591397e-05,5.424252539432206e-05,29,2026-08-10 08:39:45,0xae01e6ec5b0bb375fa154611e41b6448e7e6e0b5,2222.8363903725867
14,4.813292567283314e-05,14,5,11,8,26,8,18,6,2,8,6.144859532784576e-05,4.316737549973071e-05,9.088615071996267e-05,4.601572227641933e-05,0.00010165344023842908,0.00010637284151308124,4.3637359311484716e-05,5.523416950469867e-05,1.912246161933195e-05,7.939825664621664e-05,2,2026-08-12 21:22:26,0xb239099d34280a591d5c199e7e2e62c52daff9bc,94.62301363373506
212,0.00019782369191022258,98,932,186,89,55,704,551,123,573,49,0.0002563243797596655,0.0003208942830603329,0.00034205448812815823,0.0002224085819895868,0.0003614874376338479,0.0003796360635772393,0.000442888372133629,0.00018118842399429482,0.0002692642353520657,0.00033992951018044275,186,2026-08-12 22:32:08,0x9708efb3ba2e5d23e973cae1a8599606333cd4ad,21168.587991248296
0,,1,0,0,0,0,1,4,0,1,1,3.681832175911858e-05,2.4985116038382633e-05,3.0566246503662146e-05,5.2605423380234593e-05,3.681832175911858e-05,0.00040313374470558655,1.3301410467027608e-05,5.2605423380234593e-05,6.30573617402599e-06,7.32777377978385e-05,1,2026-08-13 18:33:17,0x88f34a37a8ef11a5eb82b5fdd57b1cff0fc156e8,37.26637812198
0,,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0003220825620648135,,0.0003220825620648135,,0,2026-08-14 06:18:17,0x1830d994adca83b2a495b2cd2dfe49c55b7825f8,0.0
0,,0,4,0,0,0,0,40,0,46,0,,5.583138374554469e-05,,,,1.3549999043948629e-06,6.819148494250816e-05,,4.644487570028125e-05,,0,2026-08-17 11:30:24,0x91977308388303ad824be1bec319c1793dedb965,0.0
0,,0,0,0,0,0,1,0,0,0,0,4.6295762968021976e-05,4.436431754067518e-06,4.566053969685053e-06,4.6295762968021976e-05,4.6295762968021976e-05,6.010256522533229e-06,2.4481529524804592e-06,4.6295762968021976e-05,2.4481529524804592e-06,2.309519432562888e-05,2,2026-08-17 15:50:19,0xbba4164fad9ba2664dc584b777962e739b64699d,1.84663092039
217,7.776487581209668e-06,25,1,3,136,19,15,0,81,1,14,7.408512076679742e-06,3.0072414354085433e-06,4.358463461235197e-06,8.511969398577782e-06,8.384569017429812e-06,4.0925740475742485e-06,2.7372081274338424e-06,6.763459431659803e-06,3.581188882479623e-06,5.518808610941234e-06,254,2026-08-18 17:27:25,0x489f3487165a187cb8d2922c5bedc5cdd73ad6e5,14627.370567430224
168,0.0003833088719857058,47,79,26,75,74,38,17,93,353,139,0.00027982789359837695,9.439858012126529e-05,0.0001378252339733518,0.0003169503633561947,0.00013871367663640709,9.736155278697564e-05,2.9046122505559295e-05,0.0004066922166891385,2.0271896152024908e-05,0.00015323243051073394,62,2026-08-18 22:10:24,0xcc387ad9635326297cf0dce6d1d9f4f50b5ab0ef,25661.20408535785
18,4.9684397643294e-05,53,5,41,14,36,91,1,4,5,54,5.726109718319399e-05,4.318833639014596e-06,6.665078922803341e-05,5.017143088022673e-05,5.2023215386700425e-05,2.3194319012435624e-05,3.856388420612952e-06,4.7750643170381586e-05,3.875761672905279e-06,6.745549951668333e-05,9,2026-08-20 16:45:02,0x2c5beae02fccf7385dfa5d97107b5a3779174dfe,431.62088617300435
0,,0,0,2,0,0,0,0,0,0,0,5.154357955886317e-05,2.4963852504122535e-06,4.927441717026178e-05,5.154357955886317e-05,5.157977690632275e-05,2.4518693805833377e-06,2.4963852504122535e-06,5.154357955886317e-05,2.4963852504122535e-06,5.157977690632275e-05,3,2026-08-21 13:17:16,0x8217ac844a78e244db302a1540a26a42b20bc918,9.710907225147679
0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,2026-08-23 17:47:12,0x98e22c32394f0e15919e9a0f2c2d11d99b6d2a31,0.0
24,3.5896875943538836e-05,17,33,125,7,37,46,8,17,20,46,4.166551348312847e-05,1.1897561277739728e-05,8.843500327738896e-05,3.417894198093011e-05,4.7143511574697696e-05,6.442606912229405e-05,7.073731084717946e-06,3.735225165164865e-05,9.48286031299962e-06,3.562288073754962e-05,65,2026-08-24 13:29:07,0x809ed3ab555dadee697334fd688f2f0e12ac77fe,3443.9097713827123
662,7.720921357964292e-05,60,2,39,410,34,22,6,252,10,52,5.618299126608139e-05,4.904661708039595e-06,3.640727074771715e-05,8.785193256918898e-05,3.907488778200335e-05,1.0624114104810478e-05,4.733017279548696e-06,6.0292997307501256e-05,4.133610605297033e-06,6.739399123906908e-05,186,2026-08-25 17:51:38,0xa6083d989b51a5f095e08c244f50f12f90db4291,22605.28897668851
0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,2026-08-25 19:33:39,0xd16e3d92c7401a2659d054b48081c4db2d0bc92a,0.0
30,7.323023338811399e-06,0,0,0,30,0,0,0,0,0,2,5.552343854475256e-06,2.4611133116891927e-06,2.4473667818839345e-06,7.323023338811399e-06,5.695114505263694e-06,2.4473667818839345e-06,2.463174679561314e-06,5.552343854475256e-06,2.463174679561314e-06,2.551267195471783e-06,119,2026-08-25 20:58:27,0x0c44242ade604ba3b29730990008959383d2cb9b,18240.684240632694
117,5.6447682216604094e-05,186,0,3,58,21,5,1,59,0,18,2.3637274703107088e-05,3.7099298039520935e-06,6.566970980009964e-06,5.679979383968648e-05,1.498275557786723e-05,4.189735877930322e-06,2.8678605701679446e-06,5.596430731137108e-05,2.8027364530968238e-06,1.1255360749035036e-05,52,2026-08-26 19:17:15,0xe6a421d733e5116742f847123c6eabccdbebece5,5278.922641171998
