entry_n,entry_vwap,exit_n_120,exit_n_14400,exit_n_1800,exit_n_30,exit_n_300,exit_n_3600,exit_n_43200,exit_n_60,exit_n_86400,exit_n_900,exit_vwap_120,exit_vwap_14400,exit_vwap_1800,exit_vwap_30,exit_vwap_300,exit_vwap_3600,exit_vwap_43200,exit_vwap_60,exit_vwap_86400,exit_vwap_900,n_buys_pre,t0,token,vol_usd_pre
0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,2026-08-27 20:02:04,0x7d27e1751315697e3c335634fd94272fa437fdf6,0.0
21,6.078653541252719e-05,5,9,15,7,22,7,3,14,1,9,5.7840318498976415e-05,4.444356425778546e-05,5.582173307415842e-05,5.9696093458328044e-05,6.5452627669397e-05,6.229620692408628e-05,3.925721218859534e-06,6.164057270087091e-05,4.008124826057238e-06,6.144438854042481e-05,7,2026-08-27 09:41:12,0xb89974bded1b1d57f32331cc63e11a805d73d23a,338.5036254503267
1,5.2089032212333634e-06,0,0,0,1,0,0,0,0,0,0,5.2089032212333634e-06,4.0093764126553906e-06,4.0093764126553906e-06,5.2089032212333634e-06,5.2089032212333634e-06,4.0093764126553906e-06,4.0093764126553906e-06,5.2089032212333634e-06,4.0093764126553906e-06,4.0093764126553906e-06,1,2026-08-27 14:48:02,0x922aabefeea4a2dd407c06a080c2cf57edc2f9ed,5.0269537600000005
613,5.834086254987206e-05,87,2,4,300,1,0,0,313,3,0,1.5350927237642343e-05,2.7204331080780313e-06,3.096203930595112e-06,9.186656501620437e-05,3.952054356662298e-06,2.816726239490377e-06,2.703755530481034e-06,4.044405634188473e-05,2.7542732336987037e-06,2.9463457430380975e-06,128,2026-08-27 15:10:54,0x62a32de39b4dbef0ccb4ff05e1f5350370058d1c,19132.725084909405
516,2.4053722639268745e-05,12,0,1,367,26,0,0,149,0,2,5.395673921692717e-06,2.6594004257493112e-06,2.9836049057093685e-06,3.171131618056275e-05,6.708135297731349e-06,2.653469174087416e-06,2.615599966809862e-06,1.2893557892553132e-05,2.586917031922019e-06,2.9167070912743895e-06,181,2026-08-27 15:23:53,0xace5bc3ddabd6e7a8f7c434a7fd4b786aceb421b,20470.988354316156
41,6.297597196457312e-05,12,4,27,26,10,10,0,15,11,46,4.208787686039815e-05,6.251597876501926e-06,1.1928141693943396e-05,6.175841715498678e-05,5.383150770763165e-05,6.102709945300517e-06,5.466829094081991e-06,6.544432583965253e-05,3.667158083600512e-06,6.694685664486833e-05,21,2026-08-27 16:43:01,0xcba1d01286ab8ef485966cdffcacf230d769d9d5,2239.465697882099
1228,0.0008670026932244548,553,11,46,520,198,29,16,708,31,257,0.001277337116103487,0.00038834300950614455,0.00048100206765069143,0.0006857569207316701,0.0006638308458834486,0.00047556582506190774,0.00034185825767040417,0.001075349506721304,0.00033874350857352164,0.00047251053060122115,134,2026-08-27 18:37:53,0x80bced7cc2bbb44a41f5ba30c7090a7ba1bec605,37205.26197591837
0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,2026-08-27 19:13:37,0x1cf372a296840cd9c107fdcd1abb55f9ba36f272,0.0
105,1.0227886335382286e-05,2,0,1,85,0,0,2,20,0,0,2.7604393764769303e-06,2.5507200906450353e-06,2.5524394790217447e-06,1.3202729857208944e-05,2.6707492350796356e-06,2.5524394790217447e-06,2.53108114157668e-06,4.43265054425727e-06,2.5288985383937844e-06,2.6370056027239947e-06,29,2026-08-27 19:27:16,0xd15932f0e7204982e5b51b6bb61e71440697124a,2841.602066423926
0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,2026-08-27 19:48:37,0x9ba0e5302332821b6fde97a4c25a064474adfec1,0.0
98,6.580155209668864e-05,60,112,208,61,128,117,36,37,5,184,8.201063290197602e-05,2.5773421825676736e-05,7.59275597275808e-05,6.681520233324973e-05,0.00015658667949420928,9.102608548567491e-05,9.556335522870456e-06,6.428684585639227e-05,4.316396742423784e-06,0.00021972340485560708,39,2026-08-27 21:09:21,0xf4bf7fc81f3e772db03190a828e9398730f5e568,4469.971359708653
0,,0,26,1,0,0,29,19,0,47,0,,7.560556210832639e-05,3.9715949886861606e-05,,,0.00023422393348881333,0.0001343608996357602,,0.00032041774222063037,5.478610892559137e-05,0,2026-08-27 23:16:03,0xfcfa02286be2e22d3bb3739bfa3312592376d882,0.0
1,9.970269109132893e-05,0,16,55,1,0,301,7,0,7,2,9.970269109132893e-05,9.86173269026645e-05,0.0006628920349274089,9.970269109132893e-05,9.970269109132893e-05,0.00027344398960301136,3.682193945583768e-05,9.970269109132893e-05,2.62960793347468e-05,5.696399372957411e-05,3,2026-08-27 03:45:22,0x4d3e09736d50ddc72b7919e81cf5a889207747df,3.219019604032
17,6.734853095806866e-05,10,14,24,12,4,3,15,5,44,23,6.962265272423288e-05,4.410822413437168e-05,3.926917126243686e-05,6.855840602526307e-05,8.109004214779548e-05,3.468588066956677e-05,4.140139146778567e-05,6.604434441775649e-05,2.5769621775302595e-05,7.649893823842806e-05,9,2026-08-27 11:09:32,0xcf3477158c28b3b327422bdedaff90a1abc7718e,1727.358133610373
35,3.8065830310084226e-05,24,9,25,11,18,9,0,24,1,18,3.8376347578787624e-05,1.315816771321534e-05,2.4035700976674102e-05,4.533193223261321e-05,3.918055159766653e-05,1.5839769317281045e-05,4.427233926333746e-06,3.5497726611034405e-05,3.160607978659767e-06,4.032723913228845e-05,19,2026-08-27 14:35:20,0xe0ab410e8d4a609299a0b4a21726b085914179d5,1004.6172009449649
28,3.966404853219184e-05,12,5,9,14,2,6,3,14,30,31,4.143457432255295e-05,5.1029348546430815e-05,6.89118460948711e-05,4.1387383052771816e-05,5.918699427125071e-05,5.6349164689223154e-05,6.688664114168321e-05,3.8325778490223366e-05,4.346427089019029e-05,6.745857043821613e-05,10,2026-08-27 20:42:13,0x26fe0f73fb5ea558a2a67fd94198abbc078fc03e,364.49028131745865
55,5.891577754338286e-05,13,26,29,27,88,38,31,28,8,23,5.1232181123163085e-05,2.5571468945374668e-05,4.6879689855509214e-05,6.256713443524373e-05,8.829622344138063e-05,4.8914882732711606e-05,1.9943159028724253e-05,5.5655326222764576e-05,5.333858602565693e-06,5.658135928511902e-05,31,2026-08-27 03:26:54,0x8ad18d2fc5108d0dcc7c9b14f88083abdc4a666c,3437.5264997032205
125,6.707455481673216e-05,150,0,1,68,68,2,0,57,2,5,8.521698487648514e-05,2.6306869992215483e-06,3.117617490736008e-06,6.612549602467021e-05,3.829899317434576e-05,2.6749067332525227e-06,2.608179021612461e-06,6.776282985772528e-05,2.6508193159550965e-06,3.1157774191054643e-06,30,2026-08-27 12:32:49,0x014aa4ea00adff7d679aabfbfd777d0c4f8ee424,1692.6533402959622
1032,0.00011775640551905268,262,4,1,522,537,7,2,510,1,5,0.00013605573644867531,3.7191108165169907e-06,6.047704849837469e-06,0.00010502995822643283,0.00026747128247111635,4.127044439618971e-06,3.303705562220623e-06,0.00013187975486194325,3.188472378699926e-06,5.4853633686435775e-06,105,2026-08-27 14:59:27,0x2f656364394686c32ef896a6bf6739f706ad7334,11713.873761943758
523,3.6268882504234165e-05,148,32,142,329,95,89,25,194,261,67,5.296622401596716e-05,2.0955487608430394e-05,0.00010205398751462023,3.8505114115967155e-05,4.880505988251827e-05,6.523600947747157e-05,1.2748958908877606e-05,3.289648472426674e-05,5.1452811972627374e-05,7.95991784044666e-05,336,2026-08-27 16:08:51,0xfc451d1685457859e4fd2e62ab89b69044563f21,99993.18945164325
69,7.593722360159049e-05,28,0,0,4,1,1,0,65,0,6,5.0008354386848534e-05,2.6846174165331638e-06,2.7449926919545966e-06,6.155390289322794e-05,3.2803392408964695e-05,2.692337811560521e-06,2.6846174165331638e-06,7.61057324750665e-05,2.6115874788169787e-06,7.381705743324275e-06,19,2026-08-27 18:22:56,0xcbb777556b6f32bbd6759a0a46f21ad4024e94aa,1127.3738081099393
0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,2026-08-27 18:58:43,0x193ca9d55e7aa84358ce14cff7796fc1ebbe4255,0.0
0,,0,0,0,0,0,0,1,0,0,0,,2.0037040060291647e-05,3.7439940309652853e-06,,,1.134805074208729e-05,9.59626059993518e-06,,8.085524969183843e-06,3.7439940309652853e-06,0,2026-08-27 20:02:20,0x499368d95e47708aaf9a8ec2a281ec4ea29b3be1,0.0
64,6.0699441910958086e-05,38,55,62,41,94,59,23,23,35,59,8.23484208061121e-05,6.238249384360815e-05,1.6522785775614534e-05,5.7597011343673475e-05,0.0001171350159941113,3.026518957077662e-05,5.3140788632304943e-05,7.110631429955557e-05,2.5939431401699594e-05,2.6445235570759017e-05,31,2026-08-27 20:46:32,0x9ecb1cb29353de3e28cdc26650e2bb6e5574816f,1973.7098019970922
6,5.397868871297493e-05,0,0,0,3,0,0,0,3,1,0,5.9730030163995256e-05,8.877130856048045e-05,5.9730030163995256e-05,5.113015783270363e-05,5.9730030163995256e-05,5.9730030163995256e-05,4.8323028393123666e-05,5.7058343353117797e-05,2.1977190563149526e-05,5.9730030163995256e-05,2,2026-08-27 05:42:42,0xed258b768e9ae58ed3806792ec3fb96f967ce1b2,2.3628075469585124
0,,0,324,1,0,0,131,1301,0,1351,35,,0.00107726841102301,0.0003181228074730035,,0.0001363704941907452,0.0007830809788872057,0.0027901188905610306,,0.004120509942402252,0.00022974288034584674,0,2026-08-27 11:48:43,0xd5f1afea47b1a9eab414d2ee740cf1d6d039e725,0.0
303,7.706707197773674e-05,38,0,0,205,34,1,0,98,1,2,7.780994150518557e-05,3.430443366557036e-06,2.9521348371086334e-06,8.213108453496243e-05,3.302568865385854e-05,3.0868235949519114e-06,3.2396574787512634e-06,6.781876808348571e-05,3.2108164432312483e-06,2.9760836709730376e-06,187,2026-08-27 14:57:48,0x1af9ce5ef38b4e0947ee0e948a492a167f554727,44553.83390247112
0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,2026-08-27 19:01:01,0x5440306723ab9f8afee833565eb9436f59f61c78,0.0
171,9.052359189450675e-06,39,1,1,107,10,0,0,64,1,0,1.7421784489198017e-05,2.700592231862054e-06,2.992511916526033e-06,9.750738929838838e-06,1.0281181464970138e-05,2.8747514231067004e-06,2.63643807485956e-06,8.044749369354148e-06,2.511324509626125e-06,3.5725643954933188e-06,272,2026-08-27 20:18:44,0xa51c741afed6109aefa8c491f1b2ee9ea9577863,35260.22226426377
17,4.7981854183510606e-05,7,19,10,10,6,45,7,7,3,31,4.7900686620313177e-05,3.133877471319068e-05,4.602926856159211e-05,4.818174226178032e-05,4.948568688973922e-05,5.437948264679558e-05,5.636529296264184e-06,4.665193133887209e-05,3.697696265330975e-06,5.9802087170663626e-05,8,2026-08-27 07:18:56,0x8615543e541c71ee3050f729bc6ab55cde054f91,278.03290787829764
0,,0,0,0,0,0,0,0,0,0,0,0.00011260559965920613,0.00011260559965920613,0.00011260559965920613,0.00011260559965920613,0.00011260559965920613,0.00011260559965920613,0.00011260559965920613,0.00011260559965920613,0.00040357093643575713,0.00011260559965920613,4,2026-08-27 08:32:50,0x6f086c5bd71de7d80625a21b6973ae411acf64a7,7.518391044896109
0,,0,1,12,0,2,3,0,0,3,482,,5.941564521676812e-06,2.355452094252217e-05,,0.00012135122327840333,1.574156299829617e-05,1.1650917102048453e-07,,5.6124711003360305e-06,0.0004205372531685947,0,2026-08-27 11:35:17,0x673231873848ada8491449789854acb33fb7d777,0.0
20,4.2701738592669186e-05,18,145,30,13,16,84,25,7,12,19,5.43067272783676e-05,4.5611300708658055e-05,2.546062880078605e-05,4.411580202069041e-05,5.243576833456099e-05,4.550871574862049e-05,9.136293271941193e-06,4.163084879652584e-05,6.511830129200747e-06,4.2138833280995e-05,14,2026-08-27 11:44:42,0x7b8a56480792b54c3422ae05fea6ff29ea7ff961,696.2859277318726
370,2.7905421206386184e-05,63,8,21,143,22,10,0,227,1,115,2.3445895704622645e-05,3.4402911497128632e-06,1.2796665490207523e-05,4.8800065054103096e-05,2.595331382153726e-05,8.478037059267096e-06,3.2604678108643203e-06,2.0827702303125823e-05,3.1935956484388915e-06,1.514754985677058e-05,110,2026-08-27 12:51:23,0xa12514d8e5e690c2ba52e4d43944c93517a56845,11674.318797906948
567,4.295348689464423e-05,69,0,0,374,33,1,0,193,1,1,5.874513070892345e-06,2.660155613085448e-06,3.2378290851044736e-06,5.698388921426749e-05,4.507343866584604e-06,2.829608623650525e-06,7.628674938376757e-05,2.5562507849654823e-05,2.543168590394164e-06,3.3437284915360664e-06,219,2026-08-27 16:35:17,0xa2b34ceb92ca22ffde389e0effc64ec0a96fe2c0,26739.21317850099
0,,0,0,0,0,0,0,0,0,0,0,,0.00014483661002544026,6.01697760770922e-05,,,0.00014483661002544026,0.00014483661002544026,,0.0001494225823453286,6.01697760770922e-05,0,2026-08-27 17:09:58,0x211431dedbf1a2c38a6a38cd32f094c1d86408c3,0.0
109,5.744980754470484e-05,180,7,32,47,74,52,1,62,3,54,0.00010189481856125515,1.1492086644335095e-05,3.2095516046139465e-05,5.039987009943812e-05,7.480403126537206e-05,9.519105298143339e-05,5.825040183489355e-06,6.32248849451804e-05,5.1419072078974935e-06,3.9358881248473214e-05,39,2026-08-27 17:47:43,0x04be13ec374174de8a8dbe7a0c480ce75659d104,2058.321632369922
0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,2026-08-27 19:13:38,0xb303685f71dcd26db5ca41edc770c0e31775fd8a,0.0
76,7.875567162952488e-05,25,50,73,41,8,36,74,35,104,39,9.218470655409295e-05,0.0001275878727894381,0.000220758758628349,7.017501995607307e-05,9.508928802679592e-05,0.00022568867733553926,0.00023717669988906193,9.882431546542955e-05,0.00018687703507894746,0.00013134235446622534,41,2026-08-27 20:38:39,0x404f8d6168ad19b1a7fcb15bf8d271cd4389ecb0,5296.331343554688
30,4.655621666979027e-05,18,13,19,14,10,24,20,16,67,21,4.913905303303973e-05,3.781161463463008e-05,2.975002225520935e-05,4.42085697211769e-05,4.121292397931378e-05,2.6457440706474123e-05,4.586499340023305e-05,5.144550711057441e-05,6.201905299070074e-05,4.095465112074065e-05,22,2026-08-27 21:02:08,0x513e7a4375dd34d4c0a609b7003a1674056c863e,1847.307821137137
31,4.303931398481161e-05,12,33,56,7,21,104,55,24,81,39,3.461868323533139e-05,0.00013311861157846628,0.00015691689185035323,5.180901965968774e-05,8.140356748530795e-05,8.776008901181584e-05,0.00022295250867175606,4.100022998153952e-05,8.473965118148547e-05,0.00010598359646407414,7,2026-08-27 22:55:42,0x11387d2beaa3377c4659aa58a33efe0df74c295c,451.36899574152477
972,0.0006681213064937422,524,0,1,517,32,8,0,455,2,22,0.00019715984497539128,3.990820761049023e-06,4.1092953476761855e-06,0.0005373621616067288,1.0311196124504099e-05,4.062125508840217e-06,4.394065139932485e-06,0.0008643992814041595,4.250892763195105e-06,4.629915469851683e-06,122,2026-08-27 00:01:29,0x3a3c4096a6d930ec7f9755ada06a1d414c35998b,48228.40225690061
5,5.0022492340502104e-05,6,22,17,1,7,11,16,4,63,17,4.9085341172524736e-05,4.4281866825334214e-05,5.596391506257906e-05,5.2373261245846626e-05,5.675384918533672e-05,6.08217100451934e-05,2.4562328665378614e-05,4.99964342412246e-05,5.366191766762138e-05,4.97515035513243e-05,6,2026-08-27 10:22:01,0x91fad9dade3fc557a74d46cf85e936f057ddebed,212.4772602215726
0,,0,3,0,0,0,0,0,0,0,0,,2.3269479709768482e-06,3.9009634378707954e-06,,,3.7128953811019177e-06,2.0380981771722015e-06,,2.0380981771722015e-06,,0,2026-08-27 12:26:32,0x49b86bdb28188c801dbb2cf122a2eb5dbf68e915,0.0
0,,0,0,0,0,0,0,0,0,0,0,,2.786222094235389e-06,,,,,2.786222094235389e-06,,2.786222094235389e-06,,0,2026-08-27 16:27:07,0xd683f3afa8231727e9d268d5f5ef3d7271ce1ac4,0.0
491,9.58083948276236e-05,90,65,24,343,11,21,134,148,36,12,4.24566093983802e-05,3.182339208496281e-05,3.444793229787406e-05,0.00011121458279818076,3.289436029571793e-05,3.684277368829718e-05,2.4583832503417773e-05,7.340398113780704e-05,2.0438351631145367e-05,3.676904451770368e-05,54,2026-08-27 16:29:53,0x799b3ed6facae06be0016796ce34ee07b38ac695,5450.838484133443
348,8.931918515188372e-05,63,92,85,168,22,34,17,180,102,100,9.501140258255098e-05,0.0001475640235695437,0.0002761292229744094,7.625918641715743e-05,5.0886771330667015e-05,0.00019503231643555163,0.0002115706481102566,0.00010815869371828051,0.00017505663954490267,0.00014380540275566847,34,2026-08-27 17:29:31,0xd29c4ea8a729eb60820f703744ac1fb35baf11cd,6364.620718702004
621,0.00019575698638248584,318,5,116,249,168,619,6,372,15,765,0.00010973939987923766,4.628682487128523e-06,0.00012817230860204376,0.0001438355376535444,0.0003794702778008687,0.0004325208558842631,5.411401226933008e-06,0.000251967044743632,1.0886043347247812e-05,0.00017714756337743553,135,2026-08-27 17:58:25,0x201ebd16f690025705e88d8bbd33b04955f49835,74370.30159665339
489,0.0002249038505235217,354,0,2,202,29,1,0,287,1,9,0.0002707438366173891,2.954822835673394e-06,2.9730307169414557e-06,0.0001975442508246989,9.195998081943753e-05,3.191513659760076e-06,2.9341662965111386e-06,0.00024852360741047495,2.85690303123253e-06,2.859911108226977e-05,106,2026-08-27 20:42:27,0x73dec2699b6f70715b332c61826f23d1f82abc99,51042.7562002694
58,5.538848593480376e-05,40,1,18,34,11,15,16,24,5,24,4.0448203139420334e-05,6.920538328046371e-06,2.1023850826215703e-05,5.7328317636000405e-05,4.4140590740826916e-05,1.6550078556909034e-05,9.345333553403738e-06,5.3391432721969636e-05,9.324333906243473e-06,2.163578058330058e-05,36,2026-08-27 21:25:39,0x927160ecc6d3aa3e229554116f6fcc4e31153470,3794.9467763662383
110,5.8181876524300317e-05,119,1,3,46,30,8,0,64,1,6,6.953083401812754e-05,3.2579727043218603e-06,5.001189435679505e-06,4.7550380614074285e-05,1.1808937757823528e-05,3.825745529345685e-06,2.811882857971786e-06,6.891028364806385e-05,2.719803555325661e-06,5.313415227457873e-06,82,2026-08-27 06:30:53,0x7422eeae636c8697c9a2db8fe6439ea3f8d60d70,7423.845426418266
0,,0,0,0,0,0,0,0,0,0,0,2.3657345499284117e-05,2.3657345499284117e-05,2.3657345499284117e-05,2.3657345499284117e-05,2.3657345499284117e-05,2.3657345499284117e-05,2.3657345499284117e-05,2.3657345499284117e-05,2.3657345499284117e-05,2.3657345499284117e-05,1,2026-08-27 19:13:21,0x0efc7c4b937c67e22e1249e5a5f0d607c66edd27,1.2141847456643047
98,0.0002459626811453617,66,221,8,54,11,11,145,44,713,24,0.00042496665548678576,0.0013843481259440378,0.0004200571300716556,0.00020097598553622597,0.0003652176688449256,0.00036928943730445027,0.00124250390014059,0.0003042760758187064,0.0016046944682248988,0.0004374612061165235,36,2026-08-27 22:00:39,0xa0e67be79118704a35e7d4b20c3ec4df36ef6e10,9517.442499684863
1,8.455082777601091e-05,0,0,0,0,0,2,1,1,1,2,8.455082777601091e-05,2.1587578396044603e-05,2.2407225277632883e-05,,8.455082777601091e-05,4.866244130723951e-05,2.8398628555760552e-05,8.455082777601091e-05,2.1574311090016486e-05,2.252035457806564e-05,0,2026-08-27 00:37:48,0x96c62260d17e92c5fe9496750c634c4d4380048b,0.0
160,1.688816095245015e-05,12,1,4,87,1,2,0,73,1,0,4.946833778771075e-06,2.9133462286234845e-06,2.9611322171333753e-06,2.3956689332065203e-05,3.4921404489979833e-06,3.0445359996689985e-06,2.8158236314714717e-06,7.854237497383176e-06,2.6834465502916776e-06,3.090587921093081e-06,12,2026-08-27 05:41:55,0xfc1086b6aa258c9e67d2284498a632f206659247,674.1189679790504
0,,0,0,0,0,0,0,0,0,1,0,,0.0005076873942788715,0.0005076873942788715,,,0.0005076873942788715,0.0005076873942788715,,6.474501963310023e-05,0.0005076873942788715,0,2026-08-27 14:02:37,0xc4af8805543ad90f101e841db0f30bf97300a36d,0.0
152,1.6632396104803653e-05,34,7,33,92,23,26,1,60,1,17,1.3977968461869224e-05,3.3053489691057893e-06,1.4730416921341973e-05,1.9981005330244574e-05,1.8228483337032106e-05,1.2270720189736817e-05,2.717397440521572e-06,1.2443470410068365e-05,2.6617127068035204e-06,3.0249031863840184e-05,109,2026-08-27 15:25:34,0x307ab1b16cf66cab1cc0bbd804c3c7546121e88f,10235.330954542516
34,7.532069515387705e-05,36,0,5,19,41,1,0,15,1,27,0.0001455266193303036,2.7519268813775593e-06,5.383574016713279e-06,7.062037991561069e-05,0.00014504393298906318,5.315345196220761e-06,2.5434600236095755e-06,8.958275025751292e-05,3.239520455452474e-06,0.0002715389561194868,3,2026-08-27 18:29:38,0x7eba7cfbd2b42a217e5f0d82ea270f46e6aea077,101.28152449589622
0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,2026-08-27 00:39:36,0xfc4c0481900b05b5a43450560e6e12b887caa736,0.0
0,,0,0,0,0,0,0,0,0,0,0,9.796944684422896e-05,9.796944684422896e-05,9.796944684422896e-05,9.796944684422896e-05,9.796944684422896e-05,9.796944684422896e-05,9.796944684422896e-05,9.796944684422896e-05,2.558929170751105e-06,9.796944684422896e-05,1,2026-08-27 15:33:13,0x18b0145bdea46fbd6aa4336b227f65706d8b764b,0.96118326144
0,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,2026-08-27 15:35:46,0xcd262918cadb4a0fa68e230231e35e90b2ae42bf,0.0
0,,0,0,4,0,0,0,0,0,3,0,,1.1771618633020099e-05,6.094041131468318e-05,,,2.5109616656883332e-05,6.603712763055842e-06,,4.959953519108566e-06,1.2711246671444093e-05,0,2026-08-27 15:36:33,0x8442e2ab14cf7cf98cd8852b2d4607556e036412,0.0
0,,0,0,0,0,1,3,0,0,0,0,,4.1321091030010625e-06,2.1759366474811096e-05,,5.110910241614299e-05,6.309329696591336e-06,4.1321091030010625e-06,,4.1321091030010625e-06,9.515636917765207e-06,0,2026-08-27 20:01:17,0x0dbaf73e647e00c6fdfdcdbcecf25ade4e1c7b85,0.0
61,2.917839619424593e-05,20,0,0,47,9,1,3,14,3,7,8.129625522577101e-06,3.9029381612402924e-06,4.167667942496205e-06,2.971627438437087e-05,1.5812880722710456e-05,4.142814776590357e-06,3.695205682225895e-06,2.729924691240817e-05,2.964416128075299e-06,8.067541013279887e-06,14,2026-08-27 20:16:39,0xe6ecfaf966970a77716bae80574652175cdc9c81,941.1197243917118
0,,0,0,0,0,0,0,0,0,0,0,,2.896391277787822e-06,2.896391277787822e-06,,,2.896391277787822e-06,2.896391277787822e-06,,2.896391277787822e-06,4.0834378021614075e-06,0,2026-08-27 12:44:47,0x99f91e5a8ef56aad09c2bbfd42dc5cf0478b084e,0.0
25,4.411747076724888e-05,21,14,23,15,14,60,9,10,25,16,5.97253662500769e-05,8.372207230263081e-06,4.6304822847507636e-05,4.255591608838784e-05,6.105202784056969e-05,3.318430574165479e-05,8.039174627023237e-06,4.6110372882263536e-05,1.4265634653216753e-05,3.586601509597006e-05,14,2026-08-27 14:56:07,0xf1df99dc5a8ece7c4991e70ecf32bd153e043342,762.2941850074549
0,,0,0,5,0,0,0,0,0,1,0,,5.05448569548389e-06,9.764304516375677e-06,,3.453587305303605e-05,6.6568640933588614e-06,2.7466291614762846e-05,,4.61751408649424e-06,3.453587305303605e-05,0,2026-08-27 15:08:51,0x4f8cb80df2c4609838a2e0889f0926c5c4a63035,0.0
