n_trades_24h,token,vol_usd_24h
14,0x95f1bd7491f5534b9c829208ead575eb8c067cfc,439.74039472729004
8,0x7994bef7089091796340bff00bcb81b3ec560702,705.9763831160217
13,0xee34bbb7ca2cf4e4bcad563b6642bd703875bcb9,369.177120306989
16,0x5ee3ebeb338bd4eaa2d0af36a9fb0b27f8566df9,249.27823261174598
2,0x038561201e7a329b4800909272f7369279ffcac7,0.0018412058888270214
13,0x6a92b847d157b3841592f5af38d0a9817ea2f01a,386.3013971821612
4,0x1c64d0b177afaaba209649d5368c79d0c18a2e9f,55.343982209348916
13,0x9cc6b234a6c4cb6fd7f72531b70a6fcd90edbd8a,116.51747400163185
6,0x2c3eff861a4dc751997d146addae1af91cc1f6f0,312.66196557920824
8,0x6e4cb414a526b928c80506326a1ace6792e350a1,282.54784903356847
3,0x57013f421436026c3660cf710db6f3ffd7f4b485,3.7035201603357395
14,0x42d9252fe547ba0e231b727e6a6025a291bbd53e,418.2774946755746
8,0xb4299f0124dc7ca712d5df95bd9227dddd82dbb4,289.9865306271255
10,0x05b7716f66a9a27e5146c1086b589b2ae8428cfd,285.6108645930499
12,0x06b812d94ea2873dfeae0ee73f6372bfe1a6041e,434.1793356079743
1,0x9dc3a83978ce9d98499b05da3ada7697cdff73a0,3.660609274894305
7,0x3e4c4e98e624f6e4176113949daa70ae3d8f024b,103.8635741677355
2,0x8b5b77d0c48a4e346435e62440da9ec3794bfbcd,19.83060474405145
11,0xcff824c7901a5b20509d7b90caf43d7cc81d9fbd,1228.755605858123
3,0xc011f4cbfca3bb4b149f469639fdbfa48be4e451,94.95712497864474
16,0xa909dd56af06fcf93f6bbc8e50895123e942253c,443.93665993594675
8,0x2d8a36311a609b468bae8798bb94c49a0bc23602,182.03828781870436
4,0x53cfeba8857566ec4ad5724a6b6b69bf648ad481,179.88610065552982
21,0x719d322b549fa246273bc3bd6403a996d51ae793,1090.2723895250717
8,0x0576defbd068606ac374f1c00889b7368e8473d5,477.7956077396259
5,0x9a8a433bdb141ecbcc1d6a5c98ebb202b1f9346f,520.1586048851284
10,0xda7a19b22469268eb30f5ee4250f36c3b9789993,105.53419368094139
5,0xdbf9576422166c1f891e6c4d7f6edd4a11bd8cbd,116.79899826733237
1,0xd730a0a85899cb1f9e14bd288b5313851ccd0ac4,9.007691732039143
22,0xf79111ae899a0e3cf7639bf7380e444d9d0aba77,2110.708592251991
2,0xeaf9f561dc9169bdb170f9a1f3d6abad61afe31a,116.03399568114811
6,0xdda66148397c03a718a98bb1341a9e9766083877,166.76077536239956
3,0x2fd43f7cdd882b3488361bf4c1392e741dc987b8,176.47155853987604
5,0x137c5317d8cc8d63d343cc7ccd497d622a226d23,84.40718515681169
12,0xd7c17c11973932b505268b67772e4157aba4b1d8,195.79747475150944
1,0xb1adc469b038835f44bc5167421fedf0172bb594,3.6665095629450137
5,0x8cea4080f912734518f751233c7a6a8a5e8b8c7d,183.13429600792233
2,0xfd98d3e57863c1fbdfcd159292af241300ac0716,97.10160098335453
6,0x1b1e412704f07988b3c685a8f5872b861cabd17b,447.68827289285144
3,0x74c72445008f06ca2031a44c2c4856af44faee18,0.19274749772912958
2,0x14c6ba1f69e9b0aa5857e1b31b38e2889c1ed82f,55.23060017450671
2,0xde77b8cb47e435491ca429bfa17acfac8145f43e,0.1921627910515288
1,0xa53f624fc70ac5a8f3738703072fd8f2132fa687,54.85394143526157
1,0xa49853a79ef5e1c5b8e1c0c9a75f9df2f44b1416,0.0018669799999999999
2,0xa0244e361231a0416f2cd5069acc88c3b8882305,0.0363772104549054
4,0x679d83be32ddb7b9f592ea31f2430778fd010b8d,129.19660137564196
11,0x14e8e62c37ff85e011ec42139d7032b50f1a9cb5,1352.2689918995695
5,0xb62f446e2b15e54bbc5a059536d2d5b706c4574c,154.40918682842172
9,0xe87cbf29ec0749dc33455417d81b9b961afa671d,204.67131019244755
6,0x59d4de3018b96b062099ded0da7ae61427328613,396.0743658414858
2,0xfd56e99f16748deeea51b0f9191572379494bb5f,128.69797332979294
4,0x01b9b6b3b8caf6777382b07d5a87048dab6a525d,96.014621129621
4,0x06ecd62cd34b082efde52dc50d16d57749c674b6,175.2516745977535
1,0x493c788da9fd4c55d6ae0bd4992d38158ae13b7a,0.002504229127020039
4,0xe6c392b170001b303146bd618039eda9b942d65e,153.63357372670936
2,0x1720b30056a76b6aae32601038ac37e81a6dc7e9,36.53735092093268
8,0xedfbd062863cc47431fc8fa90e2090de6474377b,548.7018761244225
3,0x63976ff343331cd592414b772b9b1ac478c26a65,189.91943960437231
1,0xc7070466f45552f5a6f41efc1f9b0d139c76f59e,131.42987237963635
3,0xbe365c06d1446d330ce8062217068e126bdf9164,183.92943851571476
1,0xd91177e0e7ca37f994ee46f776e2f5b43d601f6f,9.072968766869948
4,0x563427ba16cd09ef998f5338842875885320b3a0,202.65755812849147
2,0x0a165f503a0542f0e2600c5ec86a3efcee060551,55.57633833366195
1,0x559a5168bf32fe72b87f1d299a21be50d6b9ea4b,131.42987237963635
3,0x820d3b4e494c1c260efcf8df4ef649da17c36897,36.893414421405
1,0xad6c8f9de046addb21f82bbf4f19174ced92953f,82.01264719013678
2,0x321f3792487e6e217bed51cb9106c81b7073e0c5,0.19219693774849525
1,0xdc17a648e18e9e77651473f3e6d76402547c2f3b,0.18145290620044588
2,0x27fe25cb70c4ad5a7e278b761bce83a5d331a04e,54.36537347894314
1,0xb9c4b848d9499a6a61c0bf4d7bc0c3cda2351b20,0.1798131977030988
1,0xdc5838b8dc29a14c7e0ffd0a7fa54bf84d3639d0,0.0018669799999999999
1,0x67a1850bf1e4bc8b7d598580270b782b994e093d,91.42653215472566
2,0xded659b63f5f6f9a19237f90799dd582d55c1135,36.839146601929855
5,0x0736eb1e908f0a9a5589d6446e5dc1cc59774c95,324.663017406301
1,0xc352982ba55dbceec28935d5c462d79907f3c61c,36.595537323566866
1,0xa61fe24958cba5a60d00ba3c554a27e73462327b,8.997400307628883
6454,0xa67eaf681f84c3ba12f173022101b8e45a39406b,16046.683895259666
1711,0x1ad57f601d03c348272dc057b72402b6fb1d3bad,19142.871259933396
1123,0x84fc2cd861381a3bde6e23a2d1a4ec7d5cadfe4b,12187.071438518551
1885,0x174169773dc3703fabe86b3a6671901c60807c53,19946.296287954225
459,0x08d1c2a05fe2098983dd0b36294b76d5df984300,16039.468706123012
466,0xd79ca3f9f2e1c086f2476ec3e4da849ce155e29d,11674.460753493047
2522,0x9908defc46cd91c81a2808761dfdf139223b6d83,23461.867502468624
446,0xff719b3dafa29d772bd5ee55fd0566c62fee4b97,11750.043035383715
5472,0x54aa181da69916d36401babc577c7e46fa12008b,51868.495615861546
586,0x9d966839bc62390000c0da487a422d29f1ad5fb0,13541.83916235337
403,0xf1dc0867dd37639347d24de51bf55671d5f85ada,11116.728596120547
630,0x9d4ee8666ddd568b1ec8ed1fb208f648a2efc0df,13053.980666015532
606,0x2ad486d1b7e4a4d8a672396d102f9cd25479c187,9711.369280425391
622,0xf4e18c911282f703b9ca7f2e0c0472ab35e16062,14212.956008463367
3077,0xc596278aa32474be1b4c1f6796cfabdd173c52ce,9002.096407252999
2101,0xd730e77c1a4097cfd273874c1da2e77ecb222950,22812.95237985143
3772,0x21a45e9daf8b38e741bf6d8adcd79e60773f9916,32873.10141332306
1809,0x793e74395fa3787f5b3802b9ba8b160611274424,24741.277107116144
4358,0xf0e05c43e3d958b8761374c552a7f3a376567314,63876.51117821437
3573,0x65648a01aa89a8474fee321d12534616c5679812,20033.322809730307
3533,0x40d685231dc2813145a3a0ca15ff478851d5f0eb,27907.884034263734
5585,0x4d8e89bb6ec022ff256718c2eab2a07febf2b0c3,51656.5254501514
45,0x265f79a4f41c0f5b4206d306ea9137d57e4dd4dd,507.2986992766891
98,0x3a9c34d89ab1ab0c42e765577765446ffb411239,6273.292732606078
843,0x8c8a85f95286c7209c43dbd6a75bbfbe202d495a,16234.719796171856
4794,0xec18c49031ac5ec0981ec2839b0cefbc8edd87d4,11942.55469355031
3987,0x1e72373719dc40ef79f04b8adc952e0dd9bf236f,44464.214785355514
104,0x11c111ef085198a995cfaa5d199b6edd2067f578,2845.155897764422
2296,0x8a1a65d771a8a509ce13c10b1f7c0c37eb0c4402,34567.585691701344
3205,0xcaa4129c6fd1427251b4a394e16b3855879af321,29652.143703971116
297,0x3a2f7b8d94464f600bc25279bb58a0162e448071,19240.830735499316
1838,0x28c40be3340e600de932a2a2b30f0231fff44412,18654.35436814273
2254,0x5fcbc63e59e403253e8f1bc9f9821f2785115f84,31972.644420655382
46,0x84f4dc379edbb8659dfbc8b46a9a51f9c3724dc8,532.9508877407834
16,0x00a9b35ecb4a8b89b2d0e933779e19bb46e557d6,560.7938537305895
6079,0x913edee23cbde6e452ea1cb3cbc258e00fd43c21,53020.23236207018
4,0x47c107292364dee42a75d9b3012f17d4d4816a54,25.178284069753445
1764,0x1ea0acf8b764963596056cf8fb8fc57132744481,24032.657610413586
792,0x78c351ce7c72d0e898bae04f6cae359e1a5e7930,15814.025841555
1619,0x931d5572e3612c68614b97c54d986b74282914b5,15755.222470621322
1567,0xadd8066f5223b3c9f55521a228841b4ecd43b76e,17127.22757075164
628,0xe124dd428ded9c543176a498a0a154573d1714b2,13458.150589890096
81,0x686287baa0d6082efad51cf12c69101e62bfe9e6,2485.657147127805
1544,0x33916d3ac6e4e3b25f4c0d47f71a484e8c30f366,15511.309750315268
1439,0x983d140edef27e8b1b634354587f9305a25158b3,21162.50500651493
334,0x8e46a6c6bfefcd6da60a3a016cfdc39dededad01,9726.413472271974
5,0xe8a98d94ea44af18c33505c6ab6c58beb31bb89e,159.08488172394266
1047,0xe44a22f456a1318ad175b5d1020e026a37f0d76c,12768.336372998814
600,0x9db20fe02282dd569be612cb5ffe8a4138d0a86c,7149.085047616728
522,0x10251b8bdec508cc76f7e0adff96402f5adbe02c,23755.266035142413
1308,0x690a2ed1a33af20c37a14dded349143fce13d79f,78501.11742906456
250,0xcbff6066613d755eeea3f9b5cdec50ce8de44246,11350.070164750216
712,0x392021423e2a1e477dbf1be413a8036647eaec5b,12709.623754644515
1280,0xd1889e11e1dd60d935009390bd46558b77a62f45,27166.995580666327
1358,0x68e0d6b0935b488dad0a5f6a80d8226cde0afd3b,19808.562660436066
2589,0x121aa4fd69d8f182b0fc181d5deb24855cd4b860,25555.341508766673
493,0x5bde56c2840794685cf33e3d03b9acf6603961b7,29566.971702284936
479,0x3f5ac47357e0a2ce04f4ffdcca77c1139404ee21,32314.734023290297
616,0x8c6398821400cbf5a6670b560894549aa3703db0,9025.213263363692
1062,0x3b4a0330f77da4a6b68e4690105e079940982fcc,13266.622726536956
635,0x292316c4c8746262f183a6cf835987e6480eef3e,15189.230919580925
681,0x32eb743fdb1fb51db419f72c45babc21c8709274,8317.224142460327
56,0xf87997ec3d95588bc5192c34ac740b7dea968040,2218.2272368516287
716,0x7e5c580dbc057a17caf610fbcc56923fe5ef7836,33534.88739658901
1242,0xd17ff0aa5e5c4ac0b5cf7e387a09a57acc04e94e,27145.912605080153
51,0xd507e0afe17957ba042d4412b01139c601e2efa5,489.04055296739887
229,0x2277ffe6988999788217b16e9592621372737303,7705.967527440926
405,0xc6148c894a15a67d4c36be9d8ba6a0cb53df9b49,16841.59204204773
470,0x9d3fff05e79245533a2309bc1cea444aa6ad27c6,26304.598304882453
285,0xcb549ba672706643e4795c900281f376cf88dffa,6440.444291952592
189,0x2a5065b697667daba1607793d0a6681375a8e7bb,17030.682610345502
70,0x5f9cd62ab58d09e4f4b18c1691e3b3430829d6aa,4168.693024393039
781,0x5e2e85d901f5308ae07bf61aa50fc6b7c296a794,16883.459299720365
2,0x779e1b3e4a8186dad382dd196394f3f30e578c1a,55.30995703775484
339,0xfd80da209022593a19e257a5295a86757c6480ae,16970.897521233717
43,0xd84a6e7afb92049b9ff381670eacd86a3386eaf5,2689.008716936429
9,0x2f8a86a705a402a02a94e34dd726299d323bd3c0,659.6851266622402
234,0x819add3e86fbc7f593d95f9e2fc1cfdba08d524f,11411.285447175058
143,0xbfba82009dcd786644ace1c2a19a70e0a6bb5cf3,10095.037212532821
600,0xae2c672d293a763a0ab5c77fe4a7d3a4e4762dae,43715.12924539979
167,0x9262fa3660b70a93caa613989e8b7e9ad597a599,72.20393057169937
835,0xbb2104b0c9613c45f715459cc73344388e8ffbce,10945.359099899413
393,0xa7254480df1ef1f5c63fe07cea721e8917b6e033,23889.528001197883
64,0x04be73198a9f1b657f4bab6bb44e6f87ae7dbfda,3220.0073791740806
174,0x28e72d77ac2dd77df5de975e04c132a0ef451822,6439.871720264426
2,0xa1aac7f9c972b34b9fd63979a0194fe09d55459a,54.3227339703322
80,0xf750f59c98cd021946bd0da1e92acc492e6a3c8b,2436.359558523511
286,0xc6b4e6c0055ffe3bfe7f43e10fa79968e7d804d7,10393.106939345194
20,0xcf03726f141cc7f7cd37118ecce5f7dc5f873eed,1983.32788503353
86,0x9ed1aa19d82b023156cd116e651315d9c0546521,2094.439681705844
209,0x53c60dfb9f8028b7d1ae9ab2ed5872d2ae5afea4,11211.650964395878
46,0x390b00e99e6f67ca6630e9d7007fbb1a38a162b4,2948.596644043458
204,0x3509a2da0af48c2347d35c236c29e848d0f5932b,7002.0150728168455
1,0xfeb631504a43215093d37feb7fd1e77c5f4c6999,0.00186888
203,0x6bcd30def1880de5ecbef22881c8e3bf26efe5a2,3590.0219637287796
27,0xea2d4f2bbb1ed952507de4ae1be71ae614120cb8,877.5639214067979
28,0x5608726f9958998953a17b9da770d8deeeabc6c6,279.86834948881705
69,0x9e767131720f5bb1b9d651d7f4a7f2b266bd01cf,4019.177359278861
35,0x26247b4cfa1f16bae23c7e6c0f763567417afc94,1071.9129796852083
183,0x680e0e53fdfd43ed675ac7fc534fdbdf8344e86f,10816.49987455836
170,0x256269927f6a8b8775970d296b1a7c49efe7bf2a,9143.156012054063
17,0x82d6d6fb9affd5d6e59777e3380cada952cf73e8,641.2658767469003
82,0x7843bc3c39d9282610a7568e80ad102530264104,2486.4754913976903
22,0xb00372cb048aa812d44df44b2ad1448a8282283b,973.6281422827797
15,0xcbcffa86c7badbdd571d4cfe4c53d66cf233cfdd,514.5261878509929
65,0x124846cb8e30b391ee197d4d0fc755366bc4eb03,2825.441586874168
79,0x0e62921de57fc941412f72be6acb4e1e7503b3d9,2515.195027444636
35,0xc0e2feaba421006e87043c61717f86ca8dae4af2,3339.0150140312553
162,0x066737551422b28fd28db2f592908771c3d5c3b3,12121.010526663837
12,0x63f4bafe1be941c1f8ad63656fc25d87d0571e26,457.9178961122731
38,0x6718af57ee1ac42e7b19d7e88ff63433bd0c4de8,1714.0620363416772
43,0x427265860cdb06ede110a018132e8d89d5bc2547,480.4535659548969
3,0x8942811fca7323299de511ee6b1b8d965fba0a2b,373.9779490364944
131,0xbb9164387eb1f934f5f6affca8dcffb294020907,6597.55611196784
18,0xc8bd4f8f24a3788524dffbfc77982c433580aa9d,1344.69575488115
16,0xc6f68c481d41d7446f9505abd78354335afe5778,1167.8597097484662
4,0xe31579e63da9af438563a9e49a09259f943cbc13,424.9075247774984
47,0xfb4bd9afd4a8cdcbc3f904561fb7dd8982719b87,640.8171768078743
80,0xd4d90fe606c70194c3358988e718563b76c46d4c,2475.0149942733547
91,0xf1cb4cb0c9cb5762e34ee6aea6e8dfae8f406629,2232.6798409302673
18,0xca831346e5be4b61bad63c49434af8d919e33734,454.0793050021
13,0xfa58da8619b40338a111dc0f5f15c2bd7da86684,576.7814671859585
25,0x5eb5ef4eb8b493c95bbf23c895d73a74c9ecd0e3,269.5515784656667
20,0x91370689e3be4d1b1fcdf267493d2cc0ce712131,761.1903689038561
42,0xf98475a86578c6c8c5c35940ca179fb0e3257393,2428.6441878784885
35,0x0fda64afaa5ee445272272d4d222dc637c901f0e,1483.3422377378108
16,0x124a0267d0a324db99a66eef01185e2fde6609ca,319.99555595963983
26,0x2a0c93cb5b08a8df6996ee8b7219f3925297b027,228.3546864062476
13,0x0ec4dbad1064de651713c0d76d6101f0eeb4cf62,692.3431106425152
5,0xed5f5a01d4a274f0835dfe832d4e17c57f6e47ea,94.50480630325043
14,0xcbac28a36590acbaf0402ccc40ce120bff02a158,516.5569873749159
32,0x3271912a224107338993bb689c29476a0e107807,1179.3079928412576
7,0x691ff8df44b7d6a3570a659f58a08f12b8babd13,278.072709148783
8,0x87ca90a5d42792592d2b0c26c7794c70e8d6dace,168.615801472007
5,0x410727f2c34048066ed1493bdbf2c3b5f990d143,10.825341941546675
16,0x7d22a1083cbb19fde28ad09f750c5b54ad1c1f98,604.1148454439816
14,0x0df806f5a66e8023ccb89a5b85dc7c1723241bfc,588.1088195312777
12,0x86d1cf86e26d07744ba675597481b7ea8e0db0c4,397.2287840668118
10,0x08c0a408c727aa01cedc687d2994b0ec2bf7e888,14.397818856147044
26,0x185ac2d80ce1f200b33ad5e08ce89cb07a90548b,2019.810941673533
