block_time,current,feed_address
2026-07-27 05:39:00.000 UTC,32359500000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd
2026-07-27 09:16:34.000 UTC,32525045000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd
2026-07-27 11:28:37.000 UTC,32360825000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd
2026-07-27 13:26:09.000 UTC,32524300000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd
2026-07-27 13:31:14.000 UTC,32711500000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd
2026-07-27 13:42:44.000 UTC,32878265000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd
2026-07-27 14:28:15.000 UTC,32712000000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd
2026-07-27 14:37:15.000 UTC,32544500000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd
2026-07-27 14:52:46.000 UTC,32716499999,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd
2026-07-27 15:02:46.000 UTC,32882000000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd
2026-07-27 16:51:35.000 UTC,32699470000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd
2026-07-28 01:06:44.000 UTC,32532000000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd
2026-07-28 05:36:50.000 UTC,32361000000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd
2026-07-28 06:52:52.000 UTC,32525500000,0x11ed6d598ef565dda86fafe7e779303e7cc6b2bd
2026-07-24 02:58:22.000 UTC,69022500000,0x25e996ce8b3529885d429241156e83e7b7744049
2026-07-24 09:09:59.000 UTC,69376725000,0x25e996ce8b3529885d429241156e83e7b7744049
2026-07-24 13:30:34.000 UTC,68976870000,0x25e996ce8b3529885d429241156e83e7b7744049
2026-07-24 13:53:04.000 UTC,68611200000,0x25e996ce8b3529885d429241156e83e7b7744049
2026-07-24 15:15:23.000 UTC,68970880000,0x25e996ce8b3529885d429241156e83e7b7744049
2026-07-24 18:25:58.000 UTC,68610190000,0x25e996ce8b3529885d429241156e83e7b7744049
2026-07-24 19:15:59.000 UTC,68262305000,0x25e996ce8b3529885d429241156e83e7b7744049
2026-07-27 00:00:45.000 UTC,69468000000,0x25e996ce8b3529885d429241156e83e7b7744049
2026-07-27 01:13:33.000 UTC,69117000000,0x25e996ce8b3529885d429241156e83e7b7744049
2026-07-27 06:08:14.000 UTC,69463000000,0x25e996ce8b3529885d429241156e83e7b7744049
2026-07-27 13:31:53.000 UTC,69102805000,0x25e996ce8b3529885d429241156e83e7b7744049
2026-07-27 13:56:46.000 UTC,68754720000,0x25e996ce8b3529885d429241156e83e7b7744049
2026-07-27 14:11:16.000 UTC,68397000000,0x25e996ce8b3529885d429241156e83e7b7744049
2026-07-27 14:28:47.000 UTC,68025500000,0x25e996ce8b3529885d429241156e83e7b7744049
2026-07-27 14:41:47.000 UTC,67641085000,0x25e996ce8b3529885d429241156e83e7b7744049
2026-07-27 14:51:17.000 UTC,67986000000,0x25e996ce8b3529885d429241156e83e7b7744049
2026-07-27 19:31:23.000 UTC,68331565000,0x25e996ce8b3529885d429241156e83e7b7744049
2026-07-28 00:22:58.000 UTC,67957999999,0x25e996ce8b3529885d429241156e83e7b7744049
2026-07-28 03:11:01.000 UTC,67614500000,0x25e996ce8b3529885d429241156e83e7b7744049
2026-07-24 00:33:37.000 UTC,16137000000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-24 00:58:37.000 UTC,16219500000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-24 07:10:46.000 UTC,16307500000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-24 11:21:51.000 UTC,16224370000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-24 12:44:53.000 UTC,16118390000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-24 13:08:23.000 UTC,16002375000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-24 13:28:23.000 UTC,16148505000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-24 13:30:53.000 UTC,16054000000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-24 13:31:23.000 UTC,15946499999,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-24 13:32:23.000 UTC,15865500000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-24 13:34:24.000 UTC,15766500000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-24 13:40:24.000 UTC,15661500000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-24 13:46:24.000 UTC,15761500000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-24 13:51:24.000 UTC,15655500000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-24 13:53:24.000 UTC,15555500000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-24 14:00:24.000 UTC,15650000000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-24 14:16:55.000 UTC,15569500000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-24 14:19:24.000 UTC,15490500000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-24 14:46:25.000 UTC,15412500000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-24 14:52:25.000 UTC,15493000000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-24 14:55:55.000 UTC,15575500000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-24 15:11:26.000 UTC,15695670000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-24 15:15:26.000 UTC,15794115000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-24 15:43:26.000 UTC,15713150000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-24 16:04:28.000 UTC,15803500000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-24 16:11:28.000 UTC,15883465000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-24 16:41:29.000 UTC,15800085000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-24 16:49:29.000 UTC,15712000000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-24 17:04:29.000 UTC,15798000000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-24 17:25:59.000 UTC,15876999999,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-24 17:28:29.000 UTC,15970999999,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-24 17:48:00.000 UTC,15885500000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-24 18:37:31.000 UTC,15801910000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-24 19:07:49.000 UTC,15701900000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-24 19:55:20.000 UTC,15785500000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 00:00:17.000 UTC,16182500000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 01:16:18.000 UTC,16094500000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 04:22:52.000 UTC,16179500000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 06:04:24.000 UTC,16270499999,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 11:27:17.000 UTC,16175160000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 13:28:20.000 UTC,16263935000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 13:30:50.000 UTC,16486000000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 13:31:50.000 UTC,16390005000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 13:36:20.000 UTC,16563000000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 13:38:50.000 UTC,16646085000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 13:41:50.000 UTC,16756380000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 13:46:20.000 UTC,16671790000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 13:59:43.000 UTC,16549360000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 14:04:43.000 UTC,16642000000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 14:11:13.000 UTC,16557110000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 14:23:44.000 UTC,16445999999,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 14:29:44.000 UTC,16350655000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 14:31:00.000 UTC,16247915000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 14:37:01.000 UTC,16097865000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 14:47:31.000 UTC,16184000000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 15:04:32.000 UTC,16275000000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 15:13:02.000 UTC,16357000000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 15:24:32.000 UTC,16270985000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 15:38:32.000 UTC,16172000000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 15:43:02.000 UTC,16292875000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 15:54:32.000 UTC,16209155000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 16:05:33.000 UTC,16292500000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 16:12:33.000 UTC,16402880000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 16:17:03.000 UTC,16313605000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 16:26:03.000 UTC,16419325000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 16:31:04.000 UTC,16503500000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 16:35:34.000 UTC,16601500000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 16:54:34.000 UTC,16514195000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 17:23:34.000 UTC,16606615000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 17:57:35.000 UTC,16702499999,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 18:12:05.000 UTC,16613500000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 19:07:37.000 UTC,16724235000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 22:43:10.000 UTC,16601375000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 22:58:41.000 UTC,16515185000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-27 23:47:41.000 UTC,16432575000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-28 00:32:12.000 UTC,16349000000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-28 01:06:43.000 UTC,16240500000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-28 01:35:14.000 UTC,16324500000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-28 02:01:14.000 UTC,16238500000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-28 03:37:47.000 UTC,16325000000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-28 04:45:19.000 UTC,16239999999,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-28 06:37:26.000 UTC,16330000000,0x30398b0b0df82a009bb2d507bc7fe1dc6d3ca294
2026-07-24 01:35:19.000 UTC,12329499999,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-24 02:57:50.000 UTC,12265500000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-24 07:10:55.000 UTC,12327000000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-24 07:25:25.000 UTC,12393000000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-24 08:03:26.000 UTC,12463745000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-24 12:41:32.000 UTC,12349445000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-24 12:42:32.000 UTC,12482790000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-24 13:00:03.000 UTC,12414205000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-24 13:28:03.000 UTC,12493830000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-24 13:31:33.000 UTC,12431000000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-24 13:32:33.000 UTC,12323280000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-24 13:35:33.000 UTC,12414000000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-24 13:39:33.000 UTC,12333500000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-24 13:52:03.000 UTC,12250500000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-24 14:23:34.000 UTC,12314000000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-24 15:00:04.000 UTC,12377775000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-24 16:48:36.000 UTC,12313235000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-24 17:58:37.000 UTC,12377605000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-24 18:49:09.000 UTC,12439500000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-24 19:26:39.000 UTC,12376130000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-24 19:51:40.000 UTC,12306035000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-27 00:00:38.000 UTC,12302500000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-27 00:02:07.000 UTC,12368000000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-27 05:56:44.000 UTC,12430000000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-27 08:31:47.000 UTC,12503460000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-27 13:10:39.000 UTC,12566780000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-27 13:30:57.000 UTC,12712160000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-27 13:31:27.000 UTC,12609500000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-27 13:34:27.000 UTC,12541950000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-27 13:35:27.000 UTC,12618500000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-27 13:36:27.000 UTC,12712500000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-27 13:38:27.000 UTC,12809500000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-27 13:47:57.000 UTC,12734500000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-27 13:52:03.000 UTC,12803500000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-27 14:12:03.000 UTC,12730000000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-27 14:15:33.000 UTC,12798500000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-27 14:23:03.000 UTC,12725385000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-27 14:43:03.000 UTC,12661000000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-27 14:54:04.000 UTC,12726295000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-27 15:12:34.000 UTC,12809750000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-27 15:19:04.000 UTC,12882500000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-27 15:26:35.000 UTC,12957180000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-27 16:28:36.000 UTC,13037125000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-27 17:15:07.000 UTC,13111500000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-27 17:23:07.000 UTC,13187520000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-27 18:19:38.000 UTC,13119085000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-27 18:54:08.000 UTC,13186240000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-27 19:47:09.000 UTC,13092105000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-27 19:59:40.000 UTC,13162500000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-27 22:14:42.000 UTC,13089730000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-28 01:15:16.000 UTC,13019000000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-28 03:18:49.000 UTC,13085500000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-28 04:39:50.000 UTC,13151000000,0x315afd0f71d5407b99ad19ab001a67af40fbaaf4
2026-07-24 01:06:00.000 UTC,12280000000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 02:05:01.000 UTC,12216499999,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 03:21:03.000 UTC,12141999999,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 07:10:07.000 UTC,12212000000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 08:03:08.000 UTC,12289880000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 08:10:39.000 UTC,12363360000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 08:25:39.000 UTC,12295075000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 09:16:10.000 UTC,12365625000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 10:21:11.000 UTC,12302710000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 11:38:13.000 UTC,12233920000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 13:36:32.000 UTC,12158500000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 13:37:32.000 UTC,12086715000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 13:40:02.000 UTC,12015500000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 13:41:32.000 UTC,11941000000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 13:43:32.000 UTC,11857935000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 13:46:32.000 UTC,11785499999,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 13:48:03.000 UTC,11847070000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 13:52:33.000 UTC,11761500000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 13:55:33.000 UTC,11679390000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 14:00:33.000 UTC,11745075000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 14:16:03.000 UTC,11668895000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 14:19:03.000 UTC,11606435000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 14:28:03.000 UTC,11666499999,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 14:36:33.000 UTC,11733500000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 14:40:34.000 UTC,11665745000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 14:50:04.000 UTC,11734000000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 14:57:04.000 UTC,11800500000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 15:14:34.000 UTC,11861930000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 15:46:35.000 UTC,11793040000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 16:10:35.000 UTC,11858045000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 16:33:36.000 UTC,11920500000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 16:47:36.000 UTC,11854500000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 18:02:37.000 UTC,11791000000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 18:06:38.000 UTC,11730345000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 18:30:08.000 UTC,11667895000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 19:05:39.000 UTC,11604499999,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 19:13:09.000 UTC,11543465000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-24 19:59:40.000 UTC,11483515000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-27 00:00:37.000 UTC,11786500000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-27 00:01:07.000 UTC,11725999999,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-27 00:20:07.000 UTC,11666500000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-27 00:34:08.000 UTC,11732499999,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-27 01:09:38.000 UTC,11672500000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-27 02:02:40.000 UTC,11736000000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-27 08:01:34.000 UTC,11832850000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-27 11:21:38.000 UTC,11772800000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-27 13:35:41.000 UTC,11921000000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-27 13:36:11.000 UTC,11985499999,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-27 13:37:41.000 UTC,12067900000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-27 13:46:41.000 UTC,12141999999,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-27 13:59:28.000 UTC,12077850000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-27 14:16:28.000 UTC,12139000000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-27 14:23:59.000 UTC,12074640000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-27 14:41:04.000 UTC,12007815000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-27 14:42:04.000 UTC,11942155000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-27 14:47:34.000 UTC,12023290000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-27 14:51:04.000 UTC,12110215000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-27 14:52:34.000 UTC,12038499999,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-27 15:06:35.000 UTC,12101865000,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-27 15:23:05.000 UTC,12166339402,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-27 15:25:05.000 UTC,12100694587,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-27 15:29:05.000 UTC,12025183005,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-27 15:31:05.000 UTC,12092175794,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-27 15:35:35.000 UTC,12027753676,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-27 15:48:05.000 UTC,11965080417,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
2026-07-27 16:15:36.000 UTC,11892720789,0x4a9abc759e0b7b0ba98b5fd39c419a5d3e962aaf
